_rank|_name|_score|_link|head|emotion|color shade|eye|clothing|house of|texture|unique|class|name|backdrop|mouth
116|BitToonDAO #124|332.1532393861287|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/124|Viking Hat|None|Allpeach Varitie|Snorkeling Goggles|Kid's Overalls|Prophet|Jelly Bowl||||Guitar|None
117|BitToonDAO #292|331.83852299141233|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/292|Hat|None|Forest Pinkie|Thug Life|Kid's Overalls|Seed|Jelly Bowl||||Guitar|None
118|BitToonDAO #265|330.74387667919274|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/265|Witch Hat|None|Allpeach Varitie|None|Graduation Gown|Giant|Ceramic||||Butterfly Wings|Pipe
119|BitToonDAO #378|328.29808111474335|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/378|Frog Head|Angry|Allpeach Varitie|None|Oriental Uniform|Chef|Plastic||||Guitar|None
120|BitToonDAO #258|328.0825237565397|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/258|Cap|None|Dusty Cyanie|Cyclops|T-Shirt|Tiger|Plastic||||BitToon Flag|Moustache
121|BitToonDAO #535|327.49577934991095|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/535|Tengu Mask|None|Black Matterie|Eyeglasses|Oriental Uniform|Cash|Clay Dough||||Oxygen Tank|None
122|BitToonDAO #219|327.06081458335996|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/219|Bunny Ears|None|Dusty Cyanie|Cyclops|T-Shirt|Turtle|Plastic||||RPG|Moustache
123|BitToonDAO #574|325.95049145951964|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/574|Witch Hat|Blushy|Allpeach Varitie|Eyeglasses|Kid's Overalls|Miner|Plastic||||BitToon Flag|None
124|BitToonDAO #429|325.30957740436145|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/429|Hat|None|Forest Pinkie|None|Leather Jacket|Cypher|Jelly Bowl||||Guitar|Leather Mask
125|BitToonDAO #526|325.0622436801759|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/526|None|None|Elegant Goldie|None|Superstar Sweater|Bubble|Plastic||||Double Chups|Lollipop
126|BitToonDAO #29|324.665532816652|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/29|Hat|None|Elegant Goldie|3D Goggles|T-Shirt|Government|Plastic||||Oxygen Tank|Cigar
127|BitToonDAO #326|324.27950553024573|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/326|Chubby Unicorn|None|Cosmic Lovie|None|None|Media|Metal||||Wooden Staff|None
128|BitToonDAO #89|324.1351753523188|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/89|Bunny Ears|None|Silver Lavandie|Cyclops|T-Shirt|Angel|Metal||||Backpack|Pipe
129|BitToonDAO #375|323.0310791556845|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/375|Chubby Unicorn|None|Cosmic Lovie|Eyeglasses|Graduation Gown|Miner|Plastic||||Oxygen Tank|None
130|BitToonDAO #168|321.32064620972403|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/168|Santa Hat|None|Christmas Leafie|Snorkeling Goggles|Kid's Overalls|Seed|Jelly Bowl||||Skateboard|None
131|BitToonDAO #370|320.4973347858688|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/370|Chef Hat|None|Flamingo Zirconie|None|Leather Jacket|Media|Jelly Bowl||||Guitar|Duckie
132|BitToonDAO #474|320.25412285890684|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/474|Viking Hat|None|Sunset Rubie|None|Leather Jacket|Believer|Jelly Bowl||||Guitar|Bandage
133|BitToonDAO #67|319.0221846712625|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/67|Hat|None|Elegant Goldie|Snorkeling Goggles|Kid's Overalls|Bull|Jelly Bowl||||Skateboard|None
134|BitToonDAO #12|318.92060067961665|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/12|Bunny Ears|None|Dusty Cyanie|Cyclops|T-Shirt|Gold|Plastic||||Oxygen Tank|Moustache
135|BitToonDAO #112|318.42312460803237|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/112|Crown|None|Emerald Jettie|None|Leather Jacket|Cash|Jelly Bowl||||Warrior|Pipe
136|BitToonDAO #322|318.3919433717274|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/322|Tribal Hat|None|Elegant Goldie|None|Leather Jacket|Cypher|Jelly Bowl||||Oxygen Tank|Leather Mask
137|BitToonDAO #82|316.80787340688937|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/82|Cap|None|Dusty Cyanie|Cyclops|T-Shirt|Knight|Plastic||||Double Chups|Moustache
138|BitToonDAO #305|316.6231022111496|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/305|Afrohair|None|Elegant Goldie|None|None|Dragon|Plastic||||Double Chups|None
139|BitToonDAO #405|315.8563696102333|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/405|Pirate Hat|None|Forest Pinkie|Eye Pad|Superstar Sweater|Farmer|Plastic||||Angel Wings|None
140|BitToonDAO #369|315.40194313733105|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/369|Reindeer Hoodie|Blushy|Allpeach Varitie|None|None|Tiger|Plastic||||Butterfly Wings|None
141|BitToonDAO #407|314.2403229018389|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/407|Cap|None|Dusty Cyanie|Cyclops|T-Shirt|Angel|Plastic||||Guitar|Moustache
142|BitToonDAO #453|314.1709769196394|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/453|Chubby Unicorn|None|Flamingo Zirconie|Confused Glasses|Peony Shirt|Miner|Plastic||||RPG|Crow Beak
143|BitToonDAO #505|314.00300653241266|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/505|Crown|None|Emerald Jettie|Goggles|T-Shirt|Virus|Jelly Bowl||||Double Chups|Crow Beak
144|BitToonDAO #96|313.80282607313933|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/96|Lovelove Headband|Sleepy|Flamingo Zirconie|None|Count|Seed|Plastic||||Butterfly Wings|Lollipop
145|BitToonDAO #200|313.10504786582163|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/200|Tengu Mask|None|Morning Galaxie|None|Oriental Uniform|Cash|Clay Dough||||Backpack|Crow Beak
146|BitToonDAO #290|313.02704109425406|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/290|Farmer Hat|Blushy|Allpeach Varitie|None|Kid's Overalls|Demon|Plastic||||BitToon Flag|None
147|BitToonDAO #538|311.6218705208865|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/538|Tribal Hat|None|Black Matterie|Cyclops|T-Shirt|Chef|Plastic||||Guitar|Rainbow
148|BitToonDAO #595|311.145456450179|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/595|Undercut|None|Morning Galaxie|None|Leather Jacket|King|Jelly Bowl||||Skateboard|Bandage
149|BitToonDAO #190|311.10842058232475|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/190|Frog Head|None|Sunset Rubie|Bozo Glasses|Count|Bot|Plastic||||RPG|None
150|BitToonDAO #351|310.77751453360537|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/351|Cap|None|Silver Lavandie|Cyclops|T-Shirt|Coin|Metal||||Oxygen Tank|Pipe
151|BitToonDAO #46|310.73085798238174|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/46|Tribal Hat|None|Black Matterie|Eyeglasses|Gradient Shirt|Miner|Plastic||||Double Chups|Duckie
152|BitToonDAO #360|310.4843652201385|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/360|Chubby Unicorn|None|Scalet Bluie|None|Count|Empress|Plastic||||Double Chups|Bandage
153|BitToonDAO #66|309.81880320984504|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/66|Bunny Ears|None|Morning Galaxie|Cyclops|T-Shirt|Knight|Plastic||||RPG|Pacifier
153|BitToonDAO #313|309.81880320984504|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/313|Cap|None|Morning Galaxie|Cyclops|T-Shirt|Knight|Plastic||||Double Chups|Pacifier
155|BitToonDAO #240|308.9195176499089|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/240|Chubby Unicorn|None|Scalet Bluie|None|Graduation Gown|Tiger|Metal||||Wooden Staff|None
156|BitToonDAO #557|306.953152771085|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/557|None|None|Elegant Goldie|None|Superstar Sweater|Dragon|Plastic||||Backpack|Lollipop
157|BitToonDAO #192|306.4924591237782|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/192|Lovelove Headband|Blushy|Allpeach Varitie|Eyeglasses|Kid's Overalls|Bear|Plastic||||BitToon Flag|None
158|BitToonDAO #408|305.75656824568784|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/408|Chubby Unicorn|Blushy|Allpeach Varitie|Eyeglasses|Kid's Overalls|Dreamer|Plastic||||BitToon Flag|None
159|BitToonDAO #226|305.4840784739516|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/226|Pirate Hat|None|Christmas Leafie|Eye Pad|Leather Jacket|Cash|Plastic||||Guitar|Pacifier
160|BitToonDAO #30|305.08875579798007|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/30|Chef Hat|None|Dusty Cyanie|None|Kid's Overalls|Phoenix|Jelly Bowl||||Double Chups|None
161|BitToonDAO #244|304.6973598578995|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/244|Chubby Unicorn|None|Cosmic Lovie|None|Count|Pirate|Plastic||||Wooden Staff|None
162|BitToonDAO #529|304.19219948331863|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/529|Viking Hat|None|Elegant Goldie|3D Goggles|T-Shirt|Queen|Plastic||||Devil Wings|Cigar
163|BitToonDAO #524|303.98567734114823|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/524|Hat|None|Elegant Goldie|Goggles|T-Shirt|Cypher|Jelly Bowl||||Skateboard|Crow Beak
164|BitToonDAO #392|303.18613887725803|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/392|Hat|None|Elegant Goldie|3D Goggles|T-Shirt|Vampire|Plastic||||Double Chups|Cigar
165|BitToonDAO #500|301.1377422172402|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/500|Pirate Hat|None|Emerald Jettie|Eye Pad|Oriental Uniform|Virus|Plastic||||Angel Wings|None
166|BitToonDAO #318|301.0431946147433|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/318|Santa Hat|None|Cosmic Lovie|Bozo Glasses|T-Shirt|Bear|Jelly Bowl||||Double Chups|None
167|BitToonDAO #165|300.88767733879644|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/165|Cat Earphones|None|Sunset Rubie|3D Goggles|T-Shirt|Vampire|Plastic||||Double Chups|Crow Beak
168|BitToonDAO #577|300.54863760941134|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/577|Tengu Mask|None|Morning Galaxie|None|Oriental Uniform|Gold|Clay Dough||||BitToon Flag|Crow Beak
169|BitToonDAO #148|299.0386279901517|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/148|Tribal Hat|None|Elegant Goldie|Eyeglasses|Gradient Shirt|Queen|Plastic||||Backpack|Duckie
170|BitToonDAO #394|298.8732999959491|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/394|Robinhood Hat|None|Morning Galaxie|Cyclops|None|Queen|Mummy||||Oxygen Tank|Pacifier
171|BitToonDAO #236|298.592792940687|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/236|Robinhood Hat|None|Billiard Whitie|Cyclops|T-Shirt|Bot|Ceramic||||Skateboard|Duckie
172|BitToonDAO #437|298.0573774771078|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/437|Cap|None|Morning Galaxie|Cyclops|T-Shirt|Demon|Plastic||||Skateboard|Pacifier
173|BitToonDAO #584|297.4682936823424|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/584|Devil Horns|None|Elegant Goldie|Bozo Glasses|T-Shirt|Believer|Jelly Bowl||||Guitar|None
174|BitToonDAO #284|297.2707119728515|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/284|Pirate Hat|None|Christmas Leafie|Eye Pad|Count|Dragon|Plastic||||BitToon Flag|None
175|BitToonDAO #321|296.7511156820626|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/321|Pirate Hat|None|Morning Galaxie|Eye Pad|T-Shirt|Vampire|Plastic||||Angel Wings|None
176|BitToonDAO #233|294.43038518561036|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/233|Chef Hat|None|Flamingo Zirconie|Eyeglasses|T-Shirt|Empress|Jelly Bowl||||Guitar|None
177|BitToonDAO #84|293.7194778845169|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/84|Pumpkin Head|Angry|Scalet Bluie|None|Leather Jacket|Market|Plastic||||BitToon Flag|None
178|BitToonDAO #222|293.2275497765516|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/222|Cat Earphones|Sleepy|Emerald Jettie|3D Goggles|T-Shirt|Bear|Plastic||||Guitar|None
179|BitToonDAO #14|293.218803209845|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/14|Cap|None|Morning Galaxie|Cyclops|T-Shirt|Bear|Plastic||||RPG|Pacifier
180|BitToonDAO #491|293.02330247367587|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/491|Santa Hat|None|Scalet Bluie|Eyeglasses|None|Miner|Mummy||||Skateboard|Lollipop
181|BitToonDAO #41|292.15817443338875|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/41|Robinhood Hat|None|Dusty Cyanie|Eyeglasses|None|Miner|Mummy||||Devil Wings|Moustache
182|BitToonDAO #143|291.75675753904153|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/143|Undercut|None|Silver Lavandie|None|Leather Jacket|Angel|Jelly Bowl||||Double Chups|Bandage
183|BitToonDAO #555|291.2788789304277|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/555|Tengu Mask|None|Scalet Bluie|Bozo Glasses|T-Shirt|Bear|Jelly Bowl||||BitToon Flag|None
184|BitToonDAO #2|291.272423702636|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2|Tribal Hat|None|Elegant Goldie|Eyeglasses|Gradient Shirt|King|Plastic||||Skateboard|Duckie
185|BitToonDAO #566|290.60559221714095|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/566|Cat Earphones|None|Dusty Cyanie|Bozo Glasses|T-Shirt|Bank|Jelly Bowl||||Oxygen Tank|None
186|BitToonDAO #385|290.4467598582836|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/385|Tribal Hat|None|Scalet Bluie|Eyeglasses|Gradient Shirt|Empress|Plastic||||Oxygen Tank|Duckie
187|BitToonDAO #91|290.270629695562|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/91|Lovelove Headband|None|Forest Pinkie|Eyeglasses|Superstar Sweater|Bull|Metal||||BitToon Flag|None
188|BitToonDAO #275|289.3570181580522|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/275|Cat Earphones|None|Black Matterie|None|Leather Jacket|Pirate|Jelly Bowl||||BitToon Flag|Duckie
189|BitToonDAO #438|289.3078450686188|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/438|Tengu Mask|None|Billiard Whitie|None|Oriental Uniform|Dragon|Clay Dough||||BitToon Flag|Duckie
190|BitToonDAO #164|288.6996625713673|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/164|Chubby Unicorn|None|Flamingo Zirconie|Bozo Glasses|Count|King|Plastic||||Backpack|None
191|BitToonDAO #90|287.8597468712706|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/90|Tribal Hat|None|Sunset Rubie|Eyeglasses|Gradient Shirt|Bubble|Plastic||||Double Chups|Duckie
192|BitToonDAO #184|287.15917099173623|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/184|Chubby Unicorn|None|Cosmic Lovie|None|Kid's Overalls|Angel|Metal||||Angel Wings|None
193|BitToonDAO #24|285.9336053534299|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/24|Santa Hat|None|Emerald Jettie|Bozo Glasses|T-Shirt|Prophet|Jelly Bowl||||Devil Wings|None
194|BitToonDAO #173|285.43026870007634|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/173|Viking Hat|None|Elegant Goldie|3D Goggles|T-Shirt|Market|Plastic||||Skateboard|Cigar
195|BitToonDAO #130|284.7317413011028|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/130|Robinhood Hat|None|Silver Lavandie|Cyclops|T-Shirt|Bull|Metal||||Skateboard|Pipe
196|BitToonDAO #560|284.1185665902515|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/560|Santa Hat|None|Scalet Bluie|Eyeglasses|None|Bear|Mummy||||Backpack|Lollipop
197|BitToonDAO #8|284.0152347890171|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/8|Bunny Ears|None|Elegant Goldie|Cyclops|T-Shirt|Farmer|Plastic||||Double Chups|None
198|BitToonDAO #422|283.72773939738687|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/422|Crown|None|Emerald Jettie|None|Oriental Uniform|Market|Clay Dough||||Backpack|Lollipop
199|BitToonDAO #234|283.69665879212573|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/234|Crown|None|Elegant Goldie|3D Goggles|T-Shirt|Phoenix|Plastic||||BitToon Flag|Cigar
200|BitToonDAO #344|283.1738201640574|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/344|Devil Horns|None|Sunset Rubie|Bozo Glasses|T-Shirt|Blockchain|Jelly Bowl||||Skateboard|None
201|BitToonDAO #575|282.9522084879818|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/575|Chubby Unicorn|None|Ocean Canarie|None|Count|Angel|Plastic||||Angel Wings|Crow Beak
202|BitToonDAO #80|282.0206351314613|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/80|Pumpkin Head|None|Cosmic Lovie|None|Peony Shirt|Bubble|Metal||||BitToon Flag|None
203|BitToonDAO #358|281.05282623886023|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/358|Devil Horns|None|Sunset Rubie|None|Leather Jacket|Bot|Jelly Bowl||||BitToon Flag|Duckie
204|BitToonDAO #195|280.520253098188|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/195|Santa Hat|None|Black Matterie|Eyeglasses|None|Virus|Mummy||||Guitar|Duckie
205|BitToonDAO #157|279.875738198329|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/157|Frog Head|None|Cosmic Lovie|None|Peony Shirt|Prophet|Metal||||Devil Wings|None
206|BitToonDAO #154|279.66977815364976|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/154|Crown|None|Cosmic Lovie|None|Oriental Uniform|Chef|Clay Dough||||Guitar|Moustache
207|BitToonDAO #570|279.24554219475465|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/570|Pirate Hat|None|Cosmic Lovie|Eye Pad|None|Bank|Plastic||||Double Chups|None
208|BitToonDAO #449|278.7096300907722|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/449|Chubby Unicorn|None|Autumn Lillie|None|None|King|Plastic||||Angel Wings|None
209|BitToonDAO #583|278.6971856839638|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/583|Chubby Unicorn|Angry|Ocean Canarie|None|Kid's Overalls|Bank|Plastic||||RPG|None
210|BitToonDAO #286|278.551513355377|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/286|Pirate Hat|None|Flamingo Zirconie|Eye Pad|Peony Shirt|Demon|Plastic||||Angel Wings|None
211|BitToonDAO #513|277.949500122815|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/513|Reindeer Hoodie|Sleepy|Scalet Bluie|None|Count|Virus|Plastic||||Oxygen Tank|None
212|BitToonDAO #556|277.7617270150972|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/556|Frog Head|None|Dusty Cyanie|None|Kid's Overalls|Vampire|Clay Dough||||Wooden Staff|None
213|BitToonDAO #482|277.0627823067791|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/482|Chubby Unicorn|None|Sunset Rubie|None|Graduation Gown|Queen|Clay Dough||||Devil Wings|None
214|BitToonDAO #331|276.7869695448589|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/331|Tribal Hat|None|Scalet Bluie|Snorkeling Goggles|Kid's Overalls|Believer|Jelly Bowl||||Devil Wings|None
215|BitToonDAO #264|276.15409114152584|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/264|Witch Hat|None|Sunset Rubie|None|Graduation Gown|Turtle|Clay Dough||||Devil Wings|None
216|BitToonDAO #160|275.8216953392108|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/160|Chubby Unicorn|None|Forest Pinkie|Eyeglasses|Graduation Gown|Blockchain|Ceramic||||BitToon Flag|None
217|BitToonDAO #68|275.7997010347542|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/68|Tribal Hat|None|Dusty Cyanie|Eyeglasses|Gradient Shirt|Turtle|Plastic||||Oxygen Tank|Duckie
218|BitToonDAO #235|275.3444020372299|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/235|Undercut|None|Morning Galaxie|Snorkeling Goggles|Kid's Overalls|Officer|Jelly Bowl||||Skateboard|None
219|BitToonDAO #477|274.827154381018|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/477|Pirate Hat|None|Ocean Canarie|Eye Pad|Peony Shirt|Vampire|Plastic||||BitToon Flag|None
220|BitToonDAO #135|274.64199607321825|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/135|Pirate Hat|None|Silver Lavandie|Eye Pad|Oriental Uniform|Government|Plastic||||BitToon Flag|None
