_rank|📈|_name|_score|_link|backdrop|class|clothing|color shade|emotion|eye|head|house of|mouth|name|texture|unique
620|🔴-266|BitToonDAO #281|116.91834698148767|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/281|BitToon Flag||Superstar Sweater|Forest Pinkie|None|None|Farmer Hat|Cash|None||Metal|
621|🔴-19|BitToonDAO #747|116.8606580714464|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/747|Oxygen Tank||Peony Shirt|Scalet Bluie|None|None|Witch Hat|Bear|Moustache||Metal|
622|🔴-20|BitToonDAO #641|116.80528832098305|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/641|Oxygen Tank||Peony Shirt|Ocean Canarie|None|None|Chubby Unicorn|Angel|Moustache||Metal|
623|🔴-306|BitToonDAO #416|116.70668295226075|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/416|Devil Wings||T-Shirt|Silver Lavandie|None|Cyclops|Crown|Government|Pipe||Metal|
624|🔴-242|BitToonDAO #155|116.66888728159293|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/155|Guitar||Count|Aurora Mistie|None|None|Frog Head|Gold|None||Plastic|
625|🔴-23|BitToonDAO #973|116.66417491334346|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/973|Backpack||Leather Jacket|Flamingo Zirconie|None|None|Cat Earphones|Giant|Duckie||Jelly Bowl|
626|🔴-24|BitToonDAO #693|116.56577441552777|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/693|RPG||T-Shirt|Silver Lavandie|None|Eye Pad|Pirate Hat|Bot|None||Plastic|
627|🔴-252|BitToonDAO #247|116.49192082631583|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/247|RPG||Oriental Uniform|Aurora Mistie|None|None|Chubby Unicorn|Market|None||Ceramic|
628|🔴-26|BitToonDAO #788|116.47317934602162|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/788|Oxygen Tank||T-Shirt|Dusty Cyanie|None|Cyclops|Robinhood Hat|Seed|Moustache||Plastic|
629|🔴-27|BitToonDAO #890|116.46155184864419|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/890|BitToon Flag||Kid's Overalls|Black Matterie|None|None|Cat Earphones|King|None||Jelly Bowl|
630|🔴-228|BitToonDAO #343|116.44229234810179|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/343|Guitar||T-Shirt|Silver Lavandie|None|3D Goggles|Viking Hat|Coin|Pipe||Metal|
631|🔴-357|BitToonDAO #260|116.13254902628984|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/260|Skateboard||T-Shirt|Elegant Goldie|None|Cyclops|Robinhood Hat|Government|None||Plastic|
632|🔴-174|BitToonDAO #101|115.95567811449125|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/101|Backpack||Oriental Uniform|Silver Lavandie|None|None|Frog Head|Dreamer|None||Ceramic|
633|🔴-252|BitToonDAO #187|115.82462204940794|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/187|Devil Wings||T-Shirt|Dusty Cyanie|None|3D Goggles|Hat|Market|Moustache||Plastic|
634|🔴-249|BitToonDAO #536|115.79082942716448|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/536|Guitar||T-Shirt|Cosmic Lovie|None|Cyclops|Crown|Blockchain|None||Jelly Bowl|
635|🔴-248|BitToonDAO #297|115.73494515750434|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/297|Double Chups||T-Shirt|Dusty Cyanie|None|3D Goggles|Crown|Virus|Moustache||Metal|
636|🔴-201|BitToonDAO #374|115.6566812139768|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/374|Oxygen Tank||T-Shirt|Silver Lavandie|None|3D Goggles|Santa Hat|Dragon|Pipe||Metal|
637|🔴-223|BitToonDAO #180|115.61428994964169|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/180|BitToon Flag||T-Shirt|Aurora Mistie|None|Eyeglasses|Lovelove Headband|Knight|None||Plastic|
638|🔴-322|BitToonDAO #459|115.50040918046129|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/459|Butterfly Wings||Oriental Uniform|Billiard Whitie|None|None|Reindeer Hoodie|Media|Duckie||Plastic|
639|🔴-210|BitToonDAO #486|115.48191273737119|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/486|Skateboard||T-Shirt|Dusty Cyanie|None|3D Goggles|Tribal Hat|Bank|Moustache||Plastic|
640|🔴-38|BitToonDAO #898|115.4691719089507|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/898|BitToon Flag||T-Shirt|Dusty Cyanie|None|Cyclops|Tribal Hat|Believer|Moustache||Plastic|
641|🔴-417|BitToonDAO #85|115.41974882542462|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/85|Double Chups||Kid's Overalls|Black Matterie|None|None|Cat Earphones|Turtle|None||Jelly Bowl|
642|🔴-206|BitToonDAO #452|115.25369431560928|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/452|Guitar||Superstar Sweater|Ocean Canarie|None|None|Frog Head|Farmer|None||Metal|
643|🔴-193|BitToonDAO #515|115.13616154452724|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/515|Double Chups||Peony Shirt|Forest Pinkie|None|None|Chubby Unicorn|Tiger|Duckie||Plastic|
644|🔴-42|BitToonDAO #768|115.0704627641788|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/768|Devil Wings||Kid's Overalls|Emerald Jettie|None|None|Farmer Hat|Market|Pacifier||Plastic|
645|🔴-229|BitToonDAO #271|114.73960992627912|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/271|Backpack||T-Shirt|Dusty Cyanie|None|3D Goggles|Crown|Knight|Moustache||Plastic|
646|🔴-234|BitToonDAO #102|114.73499227070405|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/102|RPG||Kid's Overalls|Billiard Whitie|None|None|Crown|Market|Duckie||Clay Dough|
647|🔴-228|BitToonDAO #109|114.7006336454606|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/109|Skateboard||T-Shirt|Billiard Whitie|None|3D Goggles|Undercut|Demon|Duckie||Ceramic|
648|🔴-277|BitToonDAO #270|114.62920261352932|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/270|BitToon Flag||Kid's Overalls|Morning Galaxie|None|Eye Pad|Pirate Hat|Farmer|Duckie||Plastic|
649|🔴-47|BitToonDAO #850|114.59871401957791|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/850|RPG||Leather Jacket|Morning Galaxie|None|Cyclops|Undercut|Bank|Pacifier||Plastic|
650|🔴-311|BitToonDAO #373|114.5243153054854|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/373|Guitar||None|Morning Galaxie|None|Cyclops|Robinhood Hat|Angel|None||Mummy|
651|🔴-184|BitToonDAO #209|114.48315486516783|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/209|Devil Wings||None|Aurora Mistie|None|None|Pumpkin Head|Dreamer|None||Plastic|
652|🔴-347|BitToonDAO #52|114.37520735093693|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/52|Devil Wings||T-Shirt|Sunset Rubie|None|Cyclops|Crown|Bot|Crow Beak||Plastic|
653|🔴-302|BitToonDAO #519|114.36439837701165|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/519|Oxygen Tank||Leather Jacket|Ocean Canarie|None|Eye Pad|Pirate Hat|Farmer|None||Plastic|
654|🔴-52|BitToonDAO #758|114.12385572311727|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/758|Oxygen Tank||Superstar Sweater|Emerald Jettie|None|None|Frog Head|King|None||Plastic|
655|🔴-321|BitToonDAO #580|114.00325369158367|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/580|BitToon Flag||Superstar Sweater|Morning Galaxie|None|Eye Pad|Pirate Hat|Coin|None||Plastic|
656|🔴-300|BitToonDAO #498|113.98732215676745|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/498|Butterfly Wings||Peony Shirt|Black Matterie|None|None|Reindeer Hoodie|Coin|None||Jelly Bowl|
657|🔴-327|BitToonDAO #404|113.94101963065728|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/404|BitToon Flag||None|Forest Pinkie|None|None|Farmer Hat|Officer|None||Ceramic|
658|🔴-326|BitToonDAO #543|113.93504811969767|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/543|Backpack||Peony Shirt|Forest Pinkie|None|None|Reindeer Hoodie|King|None||Plastic|
659|🔴-57|BitToonDAO #905|113.73129859536091|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/905|Skateboard||Leather Jacket|Silver Lavandie|None|Cyclops|Undercut|Officer|Pipe||Metal|
660|🔴-196|BitToonDAO #257|113.55774403661837|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/257|Guitar||None|Silver Lavandie|None|Cyclops|Crown|Knight|Pipe||Mummy|
661|🔴-238|BitToonDAO #562|113.53996886766987|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/562|RPG||T-Shirt|Dusty Cyanie|None|3D Goggles|Undercut|Knight|Moustache||Plastic|
662|🔴-179|BitToonDAO #185|113.48314338525432|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/185|Butterfly Wings||Oriental Uniform|Billiard Whitie|None|None|Pumpkin Head|Dreamer|Duckie||Plastic|
663|🔴-61|BitToonDAO #632|113.46986587751356|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/632|Guitar||T-Shirt|Silver Lavandie|None|3D Goggles|Tribal Hat|Phoenix|Pipe||Metal|
664|🔴-300|BitToonDAO #295|113.36694007132533|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/295|BitToon Flag||Oriental Uniform|Autumn Lillie|None|Eyeglasses|Witch Hat|Cash|None||Plastic|
665|🔴-255|BitToonDAO #151|113.32273527493801|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/151|Oxygen Tank||Superstar Sweater|Emerald Jettie|None|None|Reindeer Hoodie|Farmer|None||Plastic|
666|🔴-267|BitToonDAO #315|113.30795271625469|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/315|Butterfly Wings||Superstar Sweater|Ocean Canarie|None|None|Pumpkin Head|Pirate|None||Metal|
667|🔴-65|BitToonDAO #755|113.07719812182131|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/755|Guitar||T-Shirt|Ocean Canarie|None|None|Farmer Hat|Government|Pipe||Plastic|
668|🔴-66|BitToonDAO #607|113.03738656034524|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/607|Devil Wings||Kid's Overalls|Emerald Jettie|None|None|Witch Hat|Phoenix|Pacifier||Plastic|
669|🔴-67|BitToonDAO #609|112.96022990423955|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/609|Backpack||Leather Jacket|Ocean Canarie|None|None|Frog Head|Miner|None||Metal|
670|🔴-262|BitToonDAO #194|112.95604712313576|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/194|BitToon Flag||None|Forest Pinkie|None|Eyeglasses|Lovelove Headband|Coin|None||Ceramic|
671|🔴-69|BitToonDAO #689|112.90923321655994|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/689|Butterfly Wings||Superstar Sweater|Elegant Goldie|None|None|Chubby Unicorn|Government|None||Metal|
672|🔴-261|BitToonDAO #201|112.8960706066281|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/201|RPG||Leather Jacket|Dusty Cyanie|None|Cyclops|Undercut|Gold|Moustache||Plastic|
673|🔴-71|BitToonDAO #846|112.85365077288604|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/846|Double Chups||Peony Shirt|Forest Pinkie|None|None|Witch Hat|King|Duckie||Plastic|
674|🔴-314|BitToonDAO #274|112.80000756369645|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/274|Oxygen Tank||None|Flamingo Zirconie|None|None|Frog Head|Vampire|None||Clay Dough|
675|🔴-330|BitToonDAO #93|112.69130569908026|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/93|Oxygen Tank||Kid's Overalls|Emerald Jettie|None|Eye Pad|Pirate Hat|Gold|None||Plastic|
676|🔴-278|BitToonDAO #153|112.65539079021246|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/153|Butterfly Wings||Leather Jacket|Ocean Canarie|None|None|Witch Hat|Market|Pacifier||Metal|
677|🔴-253|BitToonDAO #328|112.61942262634412|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/328|BitToon Flag||Count|Morning Galaxie|None|Eyeglasses|Witch Hat|Tiger|None||Plastic|
678|🔴-277|BitToonDAO #196|112.6166265089724|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/196|RPG||Leather Jacket|Sunset Rubie|None|Cyclops|Undercut|Gold|Crow Beak||Plastic|
679|🔴-270|BitToonDAO #382|112.3937155195408|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/382|Backpack||None|Elegant Goldie|None|None|Reindeer Hoodie|Market|Pacifier||Plastic|
680|🔴-78|BitToonDAO #752|112.29324802598295|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/752|Devil Wings||Leather Jacket|Dusty Cyanie|None|Cyclops|Undercut|King|Moustache||Plastic|
681|🔴-240|BitToonDAO #133|112.20182010286565|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/133|RPG||T-Shirt|Silver Lavandie|None|3D Goggles|Tribal Hat|Virus|Pipe||Metal|
682|🔴-349|BitToonDAO #483|112.17213790254566|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/483|BitToon Flag||T-Shirt|Morning Galaxie|None|Cyclops|Tribal Hat|Phoenix|Pacifier||Plastic|
683|🔴-278|BitToonDAO #103|112.16970194308733|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/103|Guitar||T-Shirt|Silver Lavandie|None|3D Goggles|Undercut|Bubble|Pipe||Metal|
684|🔴-392|BitToonDAO #576|112.16712456290396|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/576|Double Chups||Count|Sunset Rubie|None|None|Undercut|Government|None||Plastic|
685|🔴-301|BitToonDAO #202|112.06996324262701|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/202|Butterfly Wings||T-Shirt|Sunset Rubie|None|None|Pumpkin Head|Bot|None||Clay Dough|
686|🔴-233|BitToonDAO #541|112.01220965588467|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/541|Double Chups||T-Shirt|Forest Pinkie|None|None|Witch Hat|Empress|Pipe||Plastic|
687|🔴-388|BitToonDAO #282|111.9196682292843|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/282|Skateboard||T-Shirt|Elegant Goldie|None|Eyeglasses|Hat|Bull|None||Jelly Bowl|
688|🔴-365|BitToonDAO #73|111.86123892702965|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/73|Skateboard||T-Shirt|Silver Lavandie|None|3D Goggles|Cat Earphones|Dragon|Pipe||Metal|
689|🔴-303|BitToonDAO #397|111.84831125949115|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/397|BitToon Flag||Superstar Sweater|Forest Pinkie|None|Eyeglasses|Chubby Unicorn|Angel|None||Metal|
690|🔴-427|BitToonDAO #150|111.83645516399686|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/150|Devil Wings||Oriental Uniform|Autumn Lillie|None|None|Cat Earphones|Dragon|None||Plastic|
691|🔴-296|BitToonDAO #396|111.80996057415169|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/396|Butterfly Wings||Kid's Overalls|Forest Pinkie|None|Eye Pad|Pirate Hat|Knight|None||Plastic|
692|🔴-264|BitToonDAO #332|111.66310631334733|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/332|Oxygen Tank||Kid's Overalls|Aurora Mistie|None|None|Witch Hat|Bank|None||Jelly Bowl|
693|🔴-91|BitToonDAO #805|111.61964224065147|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/805|Double Chups||T-Shirt|Billiard Whitie|None|3D Goggles|Undercut|Dragon|Duckie||Ceramic|
694|🔴-92|BitToonDAO #716|111.61501454731011|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/716|Backpack||T-Shirt|Silver Lavandie|None|3D Goggles|Tribal Hat|Dragon|Pipe||Metal|
695|🔴-274|BitToonDAO #312|111.58135810334751|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/312|Devil Wings||T-Shirt|Sunset Rubie|None|3D Goggles|Undercut|Bank|Crow Beak||Plastic|
696|🔴-327|BitToonDAO #34|111.49456062284766|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/34|Devil Wings||Peony Shirt|Emerald Jettie|None|None|Witch Hat|Coin|Duckie||Metal|
697|🔴-95|BitToonDAO #712|111.45485606250132|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/712|Guitar||Leather Jacket|Billiard Whitie|None|Cyclops|Undercut|Virus|Duckie||Ceramic|
698|🔴-233|BitToonDAO #582|111.44715025890457|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/582|Backpack||Oriental Uniform|Silver Lavandie|None|None|Reindeer Hoodie|Knight|None||Ceramic|
699|🔴-97|BitToonDAO #756|111.34154539763283|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/756|Skateboard||T-Shirt|Morning Galaxie|None|3D Goggles|Tribal Hat|Knight|Pacifier||Plastic|
700|🔴-223|BitToonDAO #169|111.00451129095244|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/169|Butterfly Wings||Leather Jacket|Flamingo Zirconie|None|None|Lovelove Headband|Empress|None||Metal|
701|🔴-99|BitToonDAO #777|110.9874213152885|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/777|Butterfly Wings||Superstar Sweater|Ocean Canarie|None|None|Witch Hat|Farmer|None||Metal|
702|🔴-344|BitToonDAO #345|110.84714015117486|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/345|BitToon Flag||T-Shirt|Silver Lavandie|None|3D Goggles|Cat Earphones|Bear|Pipe||Metal|
703|🔴-223|BitToonDAO #523|110.819021690985|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/523|RPG||T-Shirt|Dusty Cyanie|None|3D Goggles|Tribal Hat|Bear|Moustache||Plastic|
704|🔴-257|BitToonDAO #98|110.76900854766917|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/98|BitToon Flag||Count|Morning Galaxie|None|Eyeglasses|Lovelove Headband|Farmer|None||Plastic|
705|🔴-103|BitToonDAO #663|110.7633489426235|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/663|Skateboard||Count|Sunset Rubie|None|None|Undercut|Government|None||Plastic|
706|🔴-341|BitToonDAO #335|110.70885854563937|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/335|BitToon Flag||Oriental Uniform|Autumn Lillie|None|None|Pumpkin Head|Pirate|None||Plastic|
707|🔴-255|BitToonDAO #588|110.68546407510173|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/588|BitToon Flag||None|Forest Pinkie|None|None|Pumpkin Head|Giant|None||Ceramic|
708|🔴-106|BitToonDAO #667|110.58258711065231|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/667|BitToon Flag||Peony Shirt|Flamingo Zirconie|None|Cyclops|Witch Hat|Officer|None||Metal|
709|🔴-107|BitToonDAO #900|110.44271017132242|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/900|Guitar||Count|Forest Pinkie|None|None|Pumpkin Head|Coin|None||Metal|
710|🔴-322|BitToonDAO #220|110.38891064140941|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/220|BitToon Flag||T-Shirt|Billiard Whitie|None|Cyclops|Tribal Hat|Coin|Duckie||Ceramic|
711|🔴-237|BitToonDAO #142|110.37560446528633|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/142|Guitar||Superstar Sweater|Sunset Rubie|None|Eyeglasses|Chubby Unicorn|Tiger|None||Plastic|
712|🔴-441|BitToonDAO #428|110.3200460030553|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/428|Butterfly Wings||Leather Jacket|Flamingo Zirconie|None|None|Farmer Hat|Bull|None||Ceramic|
713|🔴-268|BitToonDAO #406|110.19512321945845|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/406|Oxygen Tank||Leather Jacket|Scalet Bluie|None|None|Undercut|Tiger|Pipe||Jelly Bowl|
714|🔴-112|BitToonDAO #647|110.07869939545691|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/647|RPG||None|Emerald Jettie|None|None|Chubby Unicorn|Giant|Pipe||Ceramic|
715|🔴-113|BitToonDAO #976|109.97751628559409|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/976|Oxygen Tank||T-Shirt|Silver Lavandie|None|Cyclops|Crown|Phoenix|Pipe||Metal|
716|🔴-310|BitToonDAO #227|109.96744070505397|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/227|RPG||Kid's Overalls|Ocean Canarie|None|Eye Pad|Pirate Hat|Cash|None||Plastic|
717|🔴-349|BitToonDAO #59|109.95289090090452|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/59|RPG||None|Morning Galaxie|None|None|Reindeer Hoodie|Media|None||Ceramic|
718|🔴-255|BitToonDAO #230|109.76738850223153|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/230|Skateboard||T-Shirt|Billiard Whitie|None|Cyclops|Tribal Hat|Bear|Duckie||Ceramic|
719|🔴-223|BitToonDAO #223|109.75782500482644|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/223|RPG||T-Shirt|Silver Lavandie|None|3D Goggles|Crown|Cypher|Pipe||Metal|
720|🔴-118|BitToonDAO #621|109.69296489788184|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/621|BitToon Flag||T-Shirt|Aurora Mistie|None|Eyeglasses|Witch Hat|Knight|None||Plastic|
