rank|name|score|link|Background|Body|Headgear|Mouse|Glasses
3694|CattoPunk #8918|67.63914300677632|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8918|Green|Grey|Punk|Black|Vr-red
3694|CattoPunk #9183|67.63914300677632|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9183|Blue|White Lucky Cat|Punk|Black|3d
3694|CattoPunk #9239|67.63914300677632|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9239|Pink|Black|Punk|Black|Blue Sunglass
3708|CattoPunk #554|67.63554192627214|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/554|Orange|Grey|Punk|Black|Blue Sunglass
3708|CattoPunk #5645|67.63554192627214|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5645|Orange|White Lucky Cat|Punk|Black|Violet Sunglass
3708|CattoPunk #5966|67.63554192627214|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5966|Orange|Black|Punk|Black|Vr
3708|CattoPunk #6828|67.63554192627214|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6828|Orange|Grey|Punk|Black|Green Sunglass
3712|CattoPunk #1342|67.62381865854653|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1342|Blue|Orange|M-cap|Red|3d
3712|CattoPunk #2077|67.62381865854653|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2077|Violet|Orange|Viking|Red|Yellow Sunglass
3712|CattoPunk #2095|67.62381865854653|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2095|Pink|Orange|Viking|Red|Vr-Blue
3712|CattoPunk #2146|67.62381865854653|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2146|Violet|Orange|Viking|Red|Blue Sunglass
3712|CattoPunk #3199|67.62381865854653|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3199|Blue|Orange|Blue-Banana|Red|Violet Sunglass
3712|CattoPunk #3372|67.62381865854653|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3372|Blue|Orange|M-cap|Red|Green Sunglass
3712|CattoPunk #5893|67.62381865854653|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5893|Green|Orange|M-cap|Red|Sunglass
3719|CattoPunk #3752|67.62021757804234|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3752|Orange|Orange|Blue-Banana|Red|3d
3720|CattoPunk #8375|67.61876191853504|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8375|Pink|White Lucky Cat|Punk|Black|Orange Sunglass
3720|CattoPunk #9826|67.61876191853504|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9826|Green|White Lucky Cat|Punk|Black|Orange Sunglass
3722|CattoPunk #2385|67.61516083803085|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2385|Orange|Black|Punk|Black|Orange Sunglass
3722|CattoPunk #6666|67.61516083803085|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6666|Orange|White Lucky Cat|Punk|Black|Orange Sunglass
3722|CattoPunk #9593|67.61516083803085|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9593|Orange|Grey|Punk|Black|Orange Sunglass
3725|CattoPunk #2105|67.60944021255735|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2105|Yellow|Orange|Blue-Banana|Red|Violet Sunglass
3725|CattoPunk #6852|67.60944021255735|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6852|Yellow|Orange|Viking|Red|Vr
3725|CattoPunk #9798|67.60944021255735|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9798|Yellow|Orange|Blue-Banana|Red|Sunglass
3728|CattoPunk #1081|67.60655665509447|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1081|Green|Grey|Safety Helmet|Pipe|None
3728|CattoPunk #8987|67.60655665509447|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8987|Pink|Grey|Safety Helmet|Pipe|None
3728|CattoPunk #9863|67.60655665509447|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9863|Green|Grey|Safety Helmet|Pipe|None
3731|CattoPunk #1015|67.5980545939041|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1015|Orange|White Lucky Cat|Safety Helmet|Spit|None
3731|CattoPunk #2021|67.5980545939041|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2021|Orange|Grey|Safety Helmet|Spit|None
3731|CattoPunk #2321|67.5980545939041|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2321|Orange|Black|Safety Helmet|Spit|None
3731|CattoPunk #9327|67.5980545939041|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9327|Orange|Black|Safety Helmet|Spit|None
3735|CattoPunk #8437|67.58905912431607|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8437|Yellow|Orange|M-cap|Red|Orange Sunglass
3736|CattoPunk #625|67.58590270878936|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/625|Blue|BlackWhite|Punk|Cigarette|None
3736|CattoPunk #639|67.58590270878936|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/639|Pink|Ape|Punk|Cigarette|None
3736|CattoPunk #893|67.58590270878936|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/893|Green|Ape|Punk|Pipe|None
3736|CattoPunk #1517|67.58590270878936|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1517|Blue|BlackWhite|Punk|Cigarette|None
3736|CattoPunk #9895|67.58590270878936|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9895|Green|BlackWhite|Punk|Cigarette|None
3741|CattoPunk #8131|67.58100172810317|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8131|Violet|BlackWhite|Punk|Spit|None
3742|CattoPunk #9064|67.4771689591834|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9064|Yellow|White|Fedora|Vape|3d
3743|CattoPunk #127|67.43922975676757|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/127|Green|Zombile|Viking|Pipe|None
3743|CattoPunk #207|67.43922975676757|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/207|Blue|Zombile|Blue-Banana|Cigarette|None
3743|CattoPunk #1591|67.43922975676757|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1591|Pink|Zombile|M-cap|Pipe|None
3743|CattoPunk #5421|67.43922975676757|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5421|Green|Zombile|M-cap|Cigarette|None
3743|CattoPunk #9039|67.43922975676757|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9039|Green|Zombile|M-cap|Cigarette|None
3748|CattoPunk #2161|67.43562867626339|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2161|Orange|Zombile|Viking|Pipe|None
3749|CattoPunk #912|67.43432877608139|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/912|Green|Black lucky cat|M-cap|Spit|None
3749|CattoPunk #1433|67.43432877608139|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1433|Blue|Zombile|M-cap|Spit|None
3751|CattoPunk #9192|67.42485131077841|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9192|Yellow|Black lucky cat|Blue-Banana|Pipe|None
3751|CattoPunk #9854|67.42485131077841|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9854|Yellow|Black lucky cat|M-cap|Cigarette|None
3753|CattoPunk #3744|67.41995033009222|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3744|Yellow|Black lucky cat|M-cap|Spit|None
3754|CattoPunk #7480|67.38849992457807|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7480|Orange|Alien|Fedora|Red|Sunglass
3755|CattoPunk #6920|67.3755042034832|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6920|Pink|Blackbrown|Cap Forward|Blue|None
3755|CattoPunk #7220|67.3755042034832|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7220|Blue|Blackbrown|Cop|Blue|None
3757|CattoPunk #51|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/51|Violet|Blackbrown|Cap Forward|Pipe|Vr-Blue
3757|CattoPunk #286|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/286|Violet|Blackbrown|White Fedora|Pipe|Yellow Sunglass
3757|CattoPunk #671|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/671|Green|Blackbrown|White Fedora|Cigarette|Yellow Sunglass
3757|CattoPunk #776|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/776|Violet|Blackbrown|Cap|Cigarette|Vr-Blue
3757|CattoPunk #2690|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2690|Green|Blackbrown|Cap Forward|Pipe|Vr-Blue
3757|CattoPunk #2897|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2897|Pink|Blackbrown|Cowboy|Cigarette|Vr
3757|CattoPunk #2986|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2986|Blue|Blackbrown|White Fedora|Pipe|Sunglass
3757|CattoPunk #3197|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3197|Green|Blackbrown|White Fedora|Cigarette|Yellow Sunglass
3757|CattoPunk #3534|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3534|Pink|Blackbrown|Cap Forward|Cigarette|Sunglass
3757|CattoPunk #4106|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4106|Pink|Blackbrown|Cop|Pipe|Green Sunglass
3757|CattoPunk #4122|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4122|Violet|Blackbrown|Cap Forward|Pipe|Vr
3757|CattoPunk #4426|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4426|Blue|Blackbrown|Cop|Pipe|Yellow Sunglass
3757|CattoPunk #4704|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4704|Pink|Blackbrown|Cop|Cigarette|3d
3757|CattoPunk #5203|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5203|Violet|Blackbrown|Cowboy|Cigarette|Vr-Blue
3757|CattoPunk #5445|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5445|Blue|Blackbrown|Cop|Cigarette|Blue Sunglass
3757|CattoPunk #5742|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5742|Green|Blackbrown|Cap Forward|Cigarette|Green Sunglass
3757|CattoPunk #5940|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5940|Violet|Blackbrown|Cop|Pipe|Vr-red
3757|CattoPunk #5952|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5952|Violet|Blackbrown|Cap Forward|Cigarette|Vr-Blue
3757|CattoPunk #6553|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6553|Violet|Blackbrown|Cop|Pipe|Blue Sunglass
3757|CattoPunk #7037|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7037|Blue|Blackbrown|Cap|Pipe|Vr
3757|CattoPunk #8740|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8740|Violet|Blackbrown|Cap Forward|Pipe|3d
3757|CattoPunk #8835|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8835|Green|Blackbrown|Cowboy|Cigarette|Green Sunglass
3757|CattoPunk #9050|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9050|Green|Blackbrown|White Fedora|Pipe|3d
3757|CattoPunk #9786|67.3126619746998|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9786|Violet|Blackbrown|Russian Hat|Pipe|3d
3781|CattoPunk #1435|67.3090608941956|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1435|Orange|Blackbrown|Russian Hat|Cigarette|Vr-red
3781|CattoPunk #2042|67.3090608941956|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2042|Orange|Blackbrown|Cap Forward|Pipe|Green Sunglass
3781|CattoPunk #7069|67.3090608941956|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7069|Orange|Blackbrown|Russian Hat|Pipe|Vr-red
3781|CattoPunk #7672|67.3090608941956|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7672|Orange|Blackbrown|Cop|Pipe|3d
3781|CattoPunk #8373|67.3090608941956|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8373|Orange|Blackbrown|Russian Hat|Pipe|Green Sunglass
3786|CattoPunk #561|67.3077609940136|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/561|Green|Blackbrown|White Fedora|Spit|Vr-red
3786|CattoPunk #2836|67.3077609940136|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2836|Green|Blackbrown|Cowboy|Spit|Blue Sunglass
3786|CattoPunk #4054|67.3077609940136|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4054|Pink|Blackbrown|White Fedora|Spit|Vr-Blue
3786|CattoPunk #4180|67.3077609940136|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4180|Pink|Blackbrown|Cap|Spit|Vr
3786|CattoPunk #9700|67.3077609940136|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9700|Violet|Blackbrown|White Fedora|Spit|Green Sunglass
3791|CattoPunk #7274|67.30415991350941|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7274|Orange|Blackbrown|White Fedora|Spit|Yellow Sunglass
3792|CattoPunk #3768|67.29828352871061|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3768|Yellow|Blackbrown|Cop|Pipe|Sunglass
3792|CattoPunk #4176|67.29828352871061|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4176|Yellow|Blackbrown|Cap|Cigarette|Yellow Sunglass
3792|CattoPunk #4487|67.29828352871061|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4487|Yellow|Blackbrown|Cap Forward|Pipe|Vr-red
3792|CattoPunk #5111|67.29828352871061|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5111|Yellow|Blackbrown|Russian Hat|Pipe|Vr-red
3792|CattoPunk #7492|67.29828352871061|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7492|Yellow|Blackbrown|White Fedora|Pipe|Vr-Blue
3792|CattoPunk #7511|67.29828352871061|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7511|Yellow|Blackbrown|Cowboy|Cigarette|Vr-red
3798|CattoPunk #1414|67.29338254802443|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1414|Yellow|Blackbrown|Cap|Spit|Blue Sunglass
3798|CattoPunk #4726|67.29338254802443|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4726|Yellow|Blackbrown|Cowboy|Spit|Vr-red
3798|CattoPunk #7787|67.29338254802443|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7787|Yellow|Blackbrown|White Fedora|Spit|Vr
3801|CattoPunk #4510|67.29228088645851|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4510|Green|Blackbrown|Cap Forward|Cigarette|Orange Sunglass
3801|CattoPunk #6087|67.29228088645851|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6087|Pink|Blackbrown|Cap|Cigarette|Orange Sunglass
3803|CattoPunk #5770|67.28867980595432|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5770|Orange|Blackbrown|Cowboy|Pipe|Orange Sunglass
3804|CattoPunk #305|67.28737990577233|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/305|Blue|Blackbrown|Cap Forward|Spit|Orange Sunglass
3804|CattoPunk #8898|67.28737990577233|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8898|Blue|Blackbrown|White Fedora|Spit|Orange Sunglass
3804|CattoPunk #9858|67.28737990577233|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9858|Violet|Blackbrown|Cowboy|Spit|Orange Sunglass
3807|CattoPunk #2310|67.27790244046933|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2310|Yellow|Blackbrown|White Fedora|Cigarette|Orange Sunglass
3808|CattoPunk #5991|67.23289884068332|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5991|Violet|Violet|Russian Hat|Black|None
3808|CattoPunk #6779|67.23289884068332|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6779|Green|Violet|White Fedora|Black|None
3810|CattoPunk #5350|67.22929776017914|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5350|Orange|Violet|White Fedora|Black|None
3811|CattoPunk #1303|67.21788232416681|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1303|Blue|Blackbrown|Safety Helmet|Black|None
3811|CattoPunk #3773|67.21788232416681|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3773|Pink|Blackbrown|Safety Helmet|Black|None
3811|CattoPunk #9298|67.21788232416681|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9298|Violet|Blackbrown|Safety Helmet|Black|None
3814|CattoPunk #1518|67.21493265127964|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1518|Blue|BlackWhite|Fedora|Black|Green Sunglass
3814|CattoPunk #5296|67.21493265127964|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5296|Blue|Ape|Fedora|Black|Green Sunglass
3814|CattoPunk #6603|67.21493265127964|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6603|Blue|Ape|Fedora|Black|Blue Sunglass
3814|CattoPunk #9616|67.21493265127964|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9616|Blue|Ape|Fedora|Black|Vr
3818|CattoPunk #4745|67.21428124366263|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4745|Orange|Blackbrown|Safety Helmet|Black|None
3819|CattoPunk #3569|67.21133157077546|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3569|Orange|BlackWhite|Fedora|Black|Green Sunglass
3819|CattoPunk #9013|67.21133157077546|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9013|Orange|Ape|Fedora|Black|Vr-Blue
3821|CattoPunk #8268|67.19316078863979|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8268|Pink|White Lucky Cat|Viking|Blue|None
3822|CattoPunk #631|67.19316078863977|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/631|Pink|BlackWhite|Viking|Red|None
3822|CattoPunk #6336|67.19316078863977|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6336|Pink|Ape|M-cap|Red|None
3824|CattoPunk #2123|67.1848194467382|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2123|Pink|Alien|Sailor|Blue|None
3824|CattoPunk #3542|67.1848194467382|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3542|Green|Alien|Sailor|Blue|None
3826|CattoPunk #9756|67.18121836623402|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9756|Orange|Alien|Sailor|Blue|None
3827|CattoPunk #7651|67.18017311704918|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7651|Yellow|BlackWhite|Fedora|Black|Orange Sunglass
3828|CattoPunk #256|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/256|Blue|Black|M-cap|Cigarette|Green Sunglass
3828|CattoPunk #380|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/380|Violet|White Lucky Cat|Blue-Banana|Pipe|Vr-Blue
3828|CattoPunk #438|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/438|Green|Grey|M-cap|Pipe|Vr-Blue
3828|CattoPunk #895|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/895|Blue|Grey|M-cap|Pipe|3d
3828|CattoPunk #900|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/900|Violet|Black|Viking|Pipe|Vr-Blue
3828|CattoPunk #966|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/966|Green|Grey|M-cap|Pipe|3d
3828|CattoPunk #1046|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1046|Green|White Lucky Cat|Viking|Cigarette|3d
3828|CattoPunk #1493|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1493|Violet|Black|Blue-Banana|Pipe|Vr
3828|CattoPunk #1555|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1555|Blue|White Lucky Cat|Viking|Pipe|Yellow Sunglass
3828|CattoPunk #1901|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1901|Pink|Grey|Blue-Banana|Pipe|Vr-red
3828|CattoPunk #2357|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2357|Green|White Lucky Cat|Viking|Pipe|Yellow Sunglass
3828|CattoPunk #2716|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2716|Pink|Grey|M-cap|Cigarette|Green Sunglass
3828|CattoPunk #2733|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2733|Green|White Lucky Cat|M-cap|Pipe|Violet Sunglass
3828|CattoPunk #3026|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3026|Blue|Grey|Blue-Banana|Cigarette|Vr-red
3828|CattoPunk #3700|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3700|Violet|White Lucky Cat|Viking|Cigarette|Yellow Sunglass
3828|CattoPunk #4154|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4154|Violet|Black|Blue-Banana|Cigarette|Vr-red
3828|CattoPunk #4373|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4373|Blue|Black|Blue-Banana|Cigarette|Vr-Blue
3828|CattoPunk #4655|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4655|Violet|White Lucky Cat|M-cap|Cigarette|Sunglass
3828|CattoPunk #4750|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4750|Pink|Black|Blue-Banana|Cigarette|Blue Sunglass
3828|CattoPunk #4880|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4880|Violet|Black|Viking|Pipe|Blue Sunglass
3828|CattoPunk #5407|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5407|Green|Grey|M-cap|Pipe|Vr
3828|CattoPunk #5868|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5868|Blue|White Lucky Cat|M-cap|Cigarette|Vr-Blue
3828|CattoPunk #6155|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6155|Green|White Lucky Cat|M-cap|Pipe|Yellow Sunglass
3828|CattoPunk #6247|67.13031855985638|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6247|Blue|Grey|M-cap|Pipe|Violet Sunglass
