rank|name|score|link|aura|weapon|body|eye|clothes|accessory_ear|mouth|accessory_face|hair|headgear|style
1191|Genesis Kami #3027|622.7756727916741|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3027|Flint|None|Cream|Purple gentle|Black white purple kimono|Purple white fluffy|White rose|Doctor glasses|White cornrow braids|Oni mask|ancient
1192|Genesis Kami #431|622.7456879735305|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/431|Porpoise earth fairy|Berserker blade|White|Gray demon|Purple wizard|Silver ring 3|Pink gum|Red opera kamen|Mint long hair|Silver sky blue imperial crown s|present
1193|Genesis Kami #5456|622.7404605508261|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5456|Coin sakura|Berserker blade|Cream|Sky blue grievous|Red white kimono|Purple white fluffy|Smile|Houtai nose|Gray ikemen|Oni mask|ancient
1194|Genesis Kami #399|622.6479845481284|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/399|Slate purple fire ghost|Gray scythe|Black|White aggressive|Purple cape|Silver triple ring right|Blue gum|None|Red disheveled|Black devil horn|present
1195|Genesis Kami #3423|622.5840270163131|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3423|Rosewood|Red wand|Cream|Yellow cold|White fur|nail|Smirk|Houtai cheek|Black shonen|White cat ears|present
1196|Genesis Kami #4367|622.5826341238776|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4367|Coin|Katana 2|Black|Yellow strained|Red onmyoji|Red white fluffy|White rose|Houtai nose|Gray madara|None|ancient
1197|Genesis Kami #1593|622.4837700705501|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1593|Hickory|Silver buster sword|Cream|Black determined|Red fur|Gold double ring right 1|Blue gum|Gold cyberpunk glasses|Purple madara|White devil horn|present
1198|Genesis Kami #3375|622.455077954363|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3375|Coin sakura|Katana 1|White|White strained|Blue biker jacket|Black feather|Smile|Houtai cheek|Black japan bangs|White cat ears|present
1199|Genesis Kami #5452|622.4505104908307|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5452|Wood|Red wand|Brown|Yellow grievous|Green cyberpunk suit|Silver triple ring right|Blue rose|Black kamen|Red wuxia|Black minotaur horn|fantasy
1200|Genesis Kami #2415|622.4139256687196|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2415|Porpoise forest fairy|Purple wand|Cream|Yellow gangsta|Blue fur|Silver ring 3|Blue gum|Bandage cheek|Purple ikemen|Gray baby cat|present
1201|Genesis Kami #1853|622.3978659680752|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1853|Porpoise|None|White|Gray demon|Red biker jacket|nail|Smile|Red opera kamen|Brownish orange japan bangs|Black kitsune ears|present
1202|Genesis Kami #1773|622.3337580526247|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1773|Colud blue kaminari|Katana 1|White|Red vampire|White gold pimp|White feather|Black rose|Black pirate eyepatch|White harajuku|Angry mask|present
1203|Genesis Kami #2574|622.2204501205732|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2574|Spruce blue kiminari|None|Gray|White strained|Purple onmyoji|White feather|Pink gum|Rimless|Gold ikemen|Brownish orange cat ears|ancient
1204|Genesis Kami #1278|622.0761360198621|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1278|Porpoise fire fairy|Gray scythe|White|Gray demon|Red turtle|Silver chain|Smile|Gold opera kamen|Brownish orange oppa|White cat ears|present
1205|Genesis Kami #3847|621.9906101527177|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3847|Hazelnut|Katana 2|Titanium|Yellow good boy|Black red kimono|White feather|Neutral|Mask gangster|White nippon|None|ancient
1206|Genesis Kami #1263|621.9520514424765|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1263|Porpoise forest fairy|None|White|White gangsta|Red bondage|Yellow fan|Angry|Danzo mekakushi houtai|Red ikemen|Brownish orange cat ears|ancient
1207|Genesis Kami #5282|621.9241857172578|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5282|Oat maple leaf|Purple wand|White|Red strained|Purple cape|Silver double ring right 1|Smile with teeth|Bandage cheek & nose|Purple ikemen|Angel ring|present
1208|Genesis Kami #2150|621.7970590031699|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2150|Umber|Berserker blade|Titanium|Red demon|Blue gangster suit|None|Green gum|Red opera kamen|Purple disheveled|Silver red imperial crown s|present
1209|Genesis Kami #4129|621.4750788963051|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4129|Porpoise earth fairy|Katana 1|Black|Red cold|White ronin|Purple white fluffy|Blue rose|Mekakushi houtai|Black harajuku|None|ancient
1210|Genesis Kami #4183|621.4621863449437|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4183|Seaweed|None|Cream|Green cold|Red fur|Gold double ring right 1|Gritted|Gold cyberpunk glasses|Red cornrow braids|White cat ears|present
1211|Genesis Kami #5136|621.4475244638627|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5136|Flint|Katana 1|White|Green determined|Purple turtle|Silver double long right|Blue gum|Black opera kamen|Mint cornrow braids|Angel ring|present
1212|Genesis Kami #3062|621.2579195875197|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3062|Spruce blue kiminari|Silver buster sword|Gray|Purple determined|Black turtle|Gold double ring right 1|Neutral|Gold opera kamen|Purple nippon|Gray baby cat|present
1213|Genesis Kami #5481|621.1730092594563|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5481|Black fire|Purple wand|Cream|Sky blue good boy|Orange tribal|Black feather|Blue rose|White kamen|Gold kpop 1|Gold sky blue imperial crown|fantasy
1214|Genesis Kami #4351|620.9163426411634|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4351|Fossil blue fire ghost|Brush|Cream|Purple satan|White shirt|Silver triple ring right|Black rose|None|Brownish orange harajuku|Black baby cat|present
1215|Genesis Kami #365|620.7496262732456|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/365|Lead fire fairy|Red wand|White|Red grievous|Gold lord|Gold double ring right 1|Smile with teeth|Bandage nose|Purple kpop 1|Black baphomet horn|fantasy
1216|Genesis Kami #1281|620.734757971154|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1281|Seaweed|Silver buster sword|Titanium|Yellow aggressive|White fur|Silver ring 1|Smile|Red opera kamen|Gray oppa|Black kitsune ears|present
1217|Genesis Kami #515|620.6356205355686|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/515|Immortal black god feather aura|None|Titanium|Green strained|Black turtle|Gold spear|Angry|Houtai cheek|Brownish orange japan bangs|None|present
1218|Genesis Kami #795|620.1164490595876|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/795|Oat|None|Black|Red grievous|White red kimono|Yellow fan|Smirk|None|White madara|None|ancient
1219|Genesis Kami #4620|620.1022563419431|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4620|Porpoise fire fairy|None|White|Green gangsta|Black gakuran|Gold double ring right 1|Mild smile|Bandage cheek & nose|White shonen|Joker mask|present
1220|Genesis Kami #1693|619.8881855205146|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1693|Mahogany|Silver berserker|Cream|Pink gangsta|Bondage pharoh|Black feather|Blue gum|Gold opera kamen|Brownish orange kpop 1|Gold purple imperial crown|fantasy
1221|Genesis Kami #3647|619.593467463946|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3647|Porpoise white purple|None|Cream|Purple grievous|White black kimono|Yellow fan|Pink gum|Houtai cheek left|Gold nippon|Gray tengu|ancient
1222|Genesis Kami #4775|619.3936258687839|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4775|Hickory|None|Brown|Red vampire|White cape|Gold spear|Smile with teeth|Black demon mask|Gray harajuku|Horror mask|present
1223|Genesis Kami #4808|619.3331348154044|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4808|Porpoise forest fairy|None|Gray|Black angry eyes|Gray fur|Silver four ring right|Angry|Bandage cheek|Brownish orange under cut|Angry mask|present
1224|Genesis Kami #2895|619.3053804796004|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2895|Flint black purple thunder|None|White|Pink gentle|Red black kimono|Gold ring 2|Smile|Black kamen|Mint cornrow braids|Black tengu|ancient
1225|Genesis Kami #1563|619.0728128848796|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1563|Slate blue fire ghost|Gold berserker|White|Yellow gangsta|Red lord|Silver double long right|Neutral|Black danzo mekakushi|Brownish orange under cut|Gold baphomet horn|fantasy
1226|Genesis Kami #2586|619.0385846606582|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2586|Lead fire fairy|Shikigami|Cream|Gray demon|White red kimono|Gold fan|Black rose|None|Black disheveled|Brownish orange kitsune ears|ancient
1227|Genesis Kami #3677|618.7579828373418|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3677|Lavender|None|White|Pink strained|Black silver pimp|Gold dot|Smile with teeth|Blue cyberpunk glasses|Black long hair|White cat ears|present
1228|Genesis Kami #440|618.6606485351911|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/440|Pink sakura|Purple wand|Cream|Black grievous|Red biker jacket|Gold ring 2|Rose|Red mekakushi|White shonen|None|present
1229|Genesis Kami #4400|618.5823494804794|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4400|Lead forest fairy|None|White|Sky blue good boy|Black hood|Gold double ring right 2|Blue rose|Houtai nose|Brown long hair|Black baby cat|present
1230|Genesis Kami #3032|618.2416703344535|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3032|Blush|Gray scythe|Cream|Green aggressive|Red lord|Silver feather|Angry|None|Black wuxia|Horror mask|fantasy
1231|Genesis Kami #323|618.1526869205425|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/323|Porpoise earth fairy|Brush|White|Red angry eyes|Purple turtle|Gold dot|Haha|Black pirate eyepatch|Brown disheveled|Sadly mask|present
1232|Genesis Kami #4776|618.070367468268|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4776|Blizzard|None|White|Purple strained|Purple ninja|White black fluffy|Knife|Red mekakushi|Mint long hair|Noumen|ancient
1233|Genesis Kami #2165|617.7167626373162|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2165|Porpoise|Purple wand|Black|Black angry eyes|White cape|Silver four ring right|Smile|Red opera kamen|Brownish orange under cut|Black baby cat|present
1234|Genesis Kami #1198|617.5433432187671|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1198|Porpoise water fairy|Gold buster sword|Titanium|Sky blue gentle|Red fur|Gold double ring right 1|Blue gum|Black opera kamen|Gold slick hair|None|present
1235|Genesis Kami #3127|617.5401307468901|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3127|Fossil purple fire ghost|Gold berserker|Cream|Purple grievous|Red lord|White feather|Purple rose|Bandage nose|Gray japan bangs|Black devil horn|fantasy
1236|Genesis Kami #3939|617.2185093241022|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3939|Olive|None|White|Purple determined|Yellow onmyoji|Silver ring 3|Haha|Mommy mask|Mint shonen|Bamboohat|ancient
1237|Genesis Kami #5381|617.1607667833002|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5381|Cyberpunk system|Gray scythe|Cream|Purple cold|White gakuran|Sky blue feather|Blue rose|Gold opera kamen|Brown shonen|None|present
1238|Genesis Kami #4580|617.0452553848627|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4580|Flint black purple thunder|None|Black|Sky blue good boy|Yellow onmyoji|Red white fluffy|Black rose|Doctor glasses|Red shonen|None|ancient
1239|Genesis Kami #1432|616.9296289986775|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1432|Immortal galaxy sakura|Red scythe|Cream|Gray demon|Black fur|Gold double ring right 1|Mild smile|Round glasses small|Red slick hair|None|present
1240|Genesis Kami #2736|616.910707604676|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2736|Sky|Katana 1|Gray|Sky blue cold|Purple ninja|Purple white fluffy|Smile with teeth|Houtai cheek left|Red harajuku|Black tengu|ancient
1241|Genesis Kami #3711|616.8226038143887|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3711|Mahogany|Spear|White|Pink determined|White gakuran|Silver double ring right 1|Haha|Blue sunglasses|White nippon|Gold sky blue imperial crown s|present
1242|Genesis Kami #2105|616.6201510169268|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2105|Sky|Katana 1|White|Sky blue gentle|Fawn biker jacket|Gold short long|Smile with teeth|Megane|Gray ikemen|White kitsune ears|present
1243|Genesis Kami #4571|616.6072225764303|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4571|Pewter|Berserker blade|White|Black cold|Red gakuran|Gold ring 2|Smirk|Black demon mask|Brownish orange under cut|Sadly mask|present
1244|Genesis Kami #4384|616.5968275327285|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4384|Porpoise|Katana 1|Brown|Green gangsta|White fur|Sky blue feather|Blue gum|Bandage cheek & nose|Brown long hair|Silver red imperial crown s|present
1245|Genesis Kami #2067|616.5804298804218|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2067|Pewter|None|Brown|Pink angry eyes|Black silver samurai|White feather|Smile|Mekakushi houtai|White ikemen|Gray tengu|ancient
1246|Genesis Kami #3664|616.4570484627714|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3664|Oat maple leaf|None|Cream|Red satan|Gray binbo|White skull|Angry|Round glasses big|White oppa|Noumen|ancient
1247|Genesis Kami #1531|616.4537061631559|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1531|Cyberpunk system|Spear|Black|Red gentle|Blue fur|Sky blue feather|Smirk|Bandage nose|Brownish orange nippon|Gold sky blue imperial crown s|present
1248|Genesis Kami #5457|616.3103264860632|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5457|Mahogany|Shikigami|Gray|Black gentle|Green kimono|Nippon hanafuda|Green gum|Rimless|Red japan bangs|White kitsune ears|ancient
1249|Genesis Kami #3518|616.247134639386|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3518|Porpoise fire fairy|Purple scythe|White|Purple cold|Black shirt|Silver spear|Smile with teeth|Blue sunglasses|Brownish orange disheveled|Horror mask|present
1250|Genesis Kami #4530|616.2394546729577|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4530|Sandstone maple leaf|None|White|Green cold|Black gangster suit|Silver spear|Green gum|Houtai nose|Purple slick hair|Silver red imperial crown s|present
1251|Genesis Kami #2449|616.1751825620183|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2449|Immortal black god feather aura|Katana 1|White|Purple good boy|Black white purple kimono|Gold fan|Rose|None|Purple nippon|None|ancient
1252|Genesis Kami #1857|616.0667682281507|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1857|Sandstone|None|Brown|Sky blue strained|Red hood|Silver spear|Cigar|Blue sunglasses|Brownish orange harajuku|Gold red imperial crown s|present
1253|Genesis Kami #61|615.9470225706652|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/61|Porpoise earth fairy|Berserker blade|Cream|Purple satan|Yellow priest|Silver spear|Smile|Houtai both cheek|Red madara|Angel ring|ancient
1254|Genesis Kami #3283|615.936017011337|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3283|Lavender|Spear|White|Green strained|White red kimono|Gold short long|Smile|White demon mask|Black cornrow braids|Black baby dragon|ancient
1255|Genesis Kami #1129|615.9055878396897|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1129|Sandstone|Gold buster sword|Cream|Green good boy|Black turtle|Gold chain|Blue gum|White opera kamen|Brown under cut|Horror mask|present
1256|Genesis Kami #130|615.8842647255461|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/130|Cyberpunk system|Gray scythe|Brown|Sky blue aggressive|Red tribal|Silver feather|Black rose|Bandage cheek|Mint oppa|Gold sky blue imperial crown|fantasy
1257|Genesis Kami #2843|615.8495904578813|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2843|Porpoise water fairy|Katana 1|Cream|Black vampire|Red bondage|None|Cigar|Mekakushi houtai|Red kpop 1|None|ancient
1258|Genesis Kami #4889|615.8276370547769|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4889|Blizzard|Purple scythe|White|Pink gentle|Red wizard|Silver ring 1|Smile|Houtai nose|Purple wuxia|Gold minotaur horn|fantasy
1259|Genesis Kami #3347|615.799494033985|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3347|Hickory|Spear|Black|Sky blue strained|Gold kimono|Black gold kss hanafuda|Neutral|Houtai both cheek|Mint harajuku|Oni mask|ancient
1260|Genesis Kami #4830|615.7906991454747|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4830|Porpoise earth fairy|None|Brown|White strained|Blue priest|Nippon hanafuda|Smile with teeth|Houtai nose|Black shonen|Brownish orange kitsune ears|ancient
1261|Genesis Kami #4803|615.7695529550197|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4803|Porpoise|Silver buster sword|White|Green demon|Purple black hood|Gold double ring right 1|Gritted|Doctor glasses|Gold ikemen|Rad devil horn|present
1262|Genesis Kami #1797|615.7209209832532|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1797|Coin sakura|None|Brown|Yellow good boy|Black onmyoji|Black gold kss hanafuda|Smile with teeth|Doctor glasses|Brownish orange long hair|Kitsune mask|ancient
1263|Genesis Kami #4112|615.6276133922786|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4112|Lead forest fairy|None|White|Gray demon|Gray binbo|Purple black fluffy|Smile with teeth|Houtai all|Brown long hair|White kitsune ears|ancient
1264|Genesis Kami #2431|615.6204548218892|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2431|Lavender|Red wand|Brown|Pink determined|Purple lord|Gold feather|Smile with teeth|Green cyberpunk glasses|Black madara|Silver sky blue imperial crown|fantasy
1265|Genesis Kami #3528|615.464062220398|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3528|Silver|Berserker blade|White|White strained|Purple black hood|Silver chain|Smile|Blue sunglasses|Gold shonen|Silver sky blue imperial crown s|present
1266|Genesis Kami #4383|615.3483227989913|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4383|Oat|None|Brown|Sky blue aggressive|Purple gakuran|Sky blue feather|Mild smile|Mekakushi houtai|Black japan bangs|White cat ears|present
1267|Genesis Kami #3591|615.3192356472559|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3591|Immortal coin dark feather aura|Purple scythe|Brown|Black grievous|White silver pimp|Silver skull|Smirk|Doctor glasses|White shonen|None|present
1268|Genesis Kami #4779|615.0372145619682|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4779|Fossil purple fire ghost|None|Brown|Black gentle|Red gakuran|Black feather|Haha|Mekakushi houtai|Gray oppa|Gray baby cat|present
1269|Genesis Kami #1452|615.0007592884425|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1452|Mahogany|Shikigami|Black|Sky blue determined|Purple ninja|Silver ring 1|Neutral|Houtai cheek & nose|Red wuxia|Noumen|ancient
1270|Genesis Kami #1930|614.9594011574044|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1930|Flint|None|Black|Sky blue angry eyes|Black gold pimp|Gold ring 2|Rose|Red mekakushi|Red madara|Sadly mask|present
1271|Genesis Kami #3458|614.9174458252065|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3458|Slate red fire ghost|Purple wand|White|Yellow strained|White father|Gold dot|Rose|Round glasses big|Purple cornrow braids|Silver sky blue imperial crown s|present
1272|Genesis Kami #2283|614.8283803594965|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2283|Sky|Berserker blade|Titanium|Yellow grievous|Red onmyoji|Black white fluffy|Haha|Round glasses small|Mint cornrow braids|Angel ring|ancient
1273|Genesis Kami #3160|614.7542466622313|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3160|Red fire|None|Gray|Green determined|Purple turtle|Silver chain|Gritted|Bandage cheek|Red long hair|White kitsune ears|present
1274|Genesis Kami #909|614.752469541085|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/909|Seaweed|Katana 2|Titanium|Green good boy|Purple onmyoji|Black red kss hanafuda|Smile with teeth|Houtai all|Gray oppa|Brownish orange cat ears|ancient
1275|Genesis Kami #1390|614.6510571093224|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1390|Pewter|Berserker blade|Cream|White grievous|Red fur|Gold ring 2|Cigar|White opera kamen|Brownish orange cornrow braids|Silver sky blue imperial crown s|present
1276|Genesis Kami #3216|614.504108623632|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3216|Pine|Red wand|Cream|Sky blue angry eyes|Black cape|Silver ring 2|Gritted|Black mekakushi|Red kpop 1|Gold sky blue imperial crown s|present
